stop_name,stop_id,stop_desc,stop_lat,stop_lon
Al Khouly Steps - Ring Road,obstruct.stops.hindering,,30.099295,31.20092
Al Khouly Steps - Ring Road,scribbled.prove.tailing,,30.099117,31.20103
Al Kuwaiti Mosque - Zahraa Al Maadi,jars.rainwater.brochure,,29.9614,31.313738
Al Kuwaiti Mosque - Zahraa Al Maadi,peachy.samples.archduke,,29.961643,31.313585
Al Laimoon Bridge,trailing.outlines.pave,,30.062027,31.246017
Al Lewaa Steps - 26th of July Mehwar,hoped.reconnect.self,,30.060074,31.187222
Al Lewaa Steps - 26th of July Mehwar,vitals.seriously.behalf,,30.059988,31.187159
Al Maahad St - Nile Courniche,combines.knees.lectured,,29.942974,31.272358
Al Maahad St - Nile Courniche,warnings.autumn.hurray,,29.942896,31.272272
Al Maamal - Al Remaya St,distracts.proven.tent,,29.99049,31.116272
Al Maasara Ferry,reckons.swatted.before,,29.901474,31.288033
Al Maasara Ferry,tweezers.renewals.regulator,,29.90146,31.28794
Al Maasara For Engineering Industries,behaving.shields.fuzz,El Maasara for Engineering Industries 'Southbound',29.905754,31.288372
Al Maasara For Engineering Industries,winning.cement.rhino,,29.905787,31.288431
Al Maasara Police Station,magnets.passes.spaceship,,29.888689,31.3039
Al Maasra Entrance - Autostrad,game.ulterior.sends,,29.904932,31.307676
Al Maasra Entrance - Autostrad,slows.removers.bounding,,29.904943,31.307844
Al Mafareq - Moqattam,expensive.sushi.flattery,,30.011814,31.329802
Al Mafareq - Moqattam,park.galloping.darkens,,30.011997,31.32942
Al Mafariq - Al Zawya Al Hamra,confident.anchorman.results,,30.098412,31.264963
Al Magzar Al Aali - Autostrad,pictured.plausible.servants,,30.00261,31.2745
Al Magzar Al Aali - Autostrad,trumped.turkeys.campfires,,30.002554,31.274338
Al Magzar Mariouteya Bus Station,named.growl.replayed,,29.97866,31.159628
Al Magzar Mariouteya Bus Station,outlawing.aunts.refutes,,29.978756,31.159754
Al Magzar Mariouteya Bus Station,shuffle.scatters.frantic,,29.978935,31.15996
Al Mahkama - New Cairo,cheaply.happy.saddens,,30.003527,31.426222
Al Mahkama - New Cairo,warbler.fond.hems,,30.00341,31.426292
Al Malek Al Saleh,carbonate.squirted.enrolling,,30.015453,31.228703
Al Malek Al Saleh,hiker.cheer.blasted,,30.015457,31.228533
Al Malek Al Saleh Bridge,insect.reshape.sneezing,,30.015816,31.228838
Al Malek Al Saleh Bridge,offerings.perkily.turntable,,30.015911,31.228611
Al Malek Al Saleh Bridge - Start,courts.funny.drooling,,30.013704,31.228401
Al Malek Al Saleh Bridge - Start,retrain.irritate.tiles,,30.01377,31.2283
Al Malek Al Saleh Bus Station,butlers.cartoons.reflected,,30.01593,31.23239
Al Malek Al Saleh Bus Station,cove.flagging.dives,,30.016022,31.23239
Al Malek Al Saleh Metro Station,eased.gashes.measures,,30.018171,31.229294
Al Malek Al Saleh Metro Station,hinders.apartment.stole,,30.018211,31.22921
Al Malek Al Saleh Tunnel Roundabout,bunk.streak.finalists,,30.01613,31.23401
Al Manara Kiosk - Moqattam,pose.sway.notices,,30.007011,31.328926
Al Manara Kiosk - Moqattam,snuggled.sprouting.dwarf,,30.00697,31.328827
Al Manarah Center For International Conferences,tastes.prettiest.ticking,,30.018322,31.386217
Al Manhal Private School,noble.modes.conforms,,30.055962,31.357517
Al Manial,likely.bookshop.friend,,30.02843,31.224298
Al Manial,strumming.dupe.wizards,,30.028318,31.224285
Al Mansoreya - 26th of July Mehwar,locked.missions.landowner,,30.062904,31.09802
Al Mansoureya Canal Rd - Nahya,drops.birdcage.riddle,,30.058088,31.127079
Al Maqreezy St - Gesr Al Suez St,remix.ripe.enchanted,,30.089773,31.303797
Al Maqreezy St - Gesr Al Suez St,swipes.dictation.committee,,30.089712,31.303843
Al Maraziq - Southern Dahshour Junction,baking.cigar.commenced,,29.80829,31.272736
Al Maraziq - Southern Dahshour Junction,existence.soap.jokers,,29.80826,31.27266
Al Maraziq Checkpoint,increased.moisture.assembles,,29.7966,31.298347
Al Maraziq Checkpoint,wins.tornado.excellent,,29.796577,31.298513
Al Marioteya Road - 26th of July Mehwar,finer.outpost.eminent,,30.065132,31.126377
Al Masa Hall - Maasara Nile Courniche,jabs.petition.tailwind,,29.911516,31.286692
Al Masa Hall - Maasara Nile Courniche,leathers.yield.pony,,29.911526,31.286804
Al Masabek Steps - Ring Road,evolves.latches.shelving,,30.090952,31.196869
Al Masah - Nasr City,devotion.sedative.bids,,30.059359,31.317032
Al Masah - Nasr City,redeemed.sage.policy,,30.059227,31.316841
Al Masah Hospital - Mahdy Arafa,equivocal.legwork.running,,30.052721,31.379496
Al Masah Hospital - Mahdy Arafa,traded.toasters.essential,,30.052734,31.379246
Al Masallah - Al Terilli St,certainly.dummy.coffee,,30.127495,31.308311
Al Masriya - Nasr City,jokes.drawn.blasted,,30.062933,31.361832
Al Masriya - Nasr City,lateral.giants.defers,,30.062939,31.361946
Al Matareya Metro Station,lush.headless.talker,,30.121422,31.313549
Al Matbaa Bus Station,haircuts.satin.fools,,29.973766,31.247149
Al Matbaa Bus Station,resonated.unlucky.together,,29.973722,31.246645
Al Mazallaat - Shubra,uproot.arena.lifetimes,,30.101738,31.245249
Al Mazallat - Shubra,clicker.movies.lately,,30.102018,31.246168
Al Mazallat - Shubra,motivate.tightrope.uppermost,,30.102129,31.245913
Al Mazallat - Shubra,radiating.users.lyrics,,30.101793,31.24535
Al Mazallat Checkpoint,dimension.limp.dice,,30.102999,31.243448
Al Mazallat Checkpoint,increases.random.cosmetic,,30.1032,31.243242
Al Mazallat Checkpoint,tuxedos.conceals.abruptly,,30.10312,31.243315
Al Mazallat Metro Station,reclaimed.spirits.gathers,,30.10376,31.245443
Al Mazallat Metro Station,scope.derailed.producing,,30.103752,31.245798
Al Mearag Mosque - Ring Road,sleepers.slanting.riders,Al Mearag Mosque 'Eastbound',29.986307,31.309513
Al Mehwar Desert Road,jaws.lamenting.cute,,30.046703,31.051838
Al Moassasa,bars.servants.worms,,30.123888,31.243042
Al Moassasa,channel.remission.spoiled,,30.123755,31.242823
Al Moassasa,porch.prune.country,,30.120441,31.245617
Al Moassasa,portfolio.certified.bulky,,30.120544,31.24574
Al Moassasa Steps - Ring Road,contained.response.collected,,30.16674,31.37168
Al Moassasa Steps - Ring Road,populate.loom.sulked,,30.166914,31.371672
Al Moatamadiya Post Office,crass.gazed.haggling,,30.050852,31.169855
Al Moatamadiya Post Office,suiting.imprinted.crunched,,30.050783,31.169752
Al Moemen Mosque,ribcage.bluntly.post,,30.057785,31.3744
Al Moemen Mosque,target.weeps.clues,,30.057571,31.37432
Al Mogamaa - Arbean St,brothers.rationed.bashful,,30.136316,31.315279
Al Mohandes Insurance - Ramses,hampers.hobby.excavate,,30.066616,31.259806
Al Mohandes Insurance - Ramses,limiting.town.eggshell,,30.066439,31.259886
Al Mokhayam Al Daaem - Al Shaheed Axis,scaffold.dangerously.redeeming,,30.047398,31.31414
Al Mokhtabar - Haram Street,faces.apart.enlarge,,29.992466,31.1566
Al Mokhtabar - Haram Street,health.evenings.budget,,29.992586,31.156551
Al Moneeb Entrance - Ring Road,sandbags.jumped.licks,,29.986296,31.209166
Al Moneeb Exit - Ring Road,gain.debate.nosedive,,29.985815,31.20841
Al Moqattam Hospital,slicer.probably.fidgeted,,30.020565,31.243675
Al Moqattam Hospital,vase.spindles.padlock,,30.02064,31.243692
Al Mosheer Tantawy Mosque,townhouse.supply.provider,,30.020378,31.377903
Al Moski - Port Said Street,reprints.curtail.newsreel,,30.048008,31.25494
Al Mosky Steps,acting.amending.disposing,,30.04988,31.255562
Al Mosky Steps,flukes.weeds.trying,,30.049904,31.255737
Al Mostaqbal Square - Obour,heave.rounds.chap,,30.26733,31.479296
Al Mostashfa ST (King Faisal),ignore.elevated.dandelions,,29.995499,31.151705
Al Mostashfa ST (King Faisal),tidy.mainframe.shrubbery,,29.99566,31.151697
Al Mostashfa St - Ahmed Helmy St,bigger.throat.admiral,,30.073332,31.254347
Al Mostashfa St - Ahmed Helmy St,zips.distract.pods,,30.07331,31.254482
Al Motamayez Entrance,mint.investor.afternoon,Al-Motamayez District Entrance 'Northbound',29.995943,30.96201
Al Mothalath - Ahmed Al Zomor,issues.reefs.multiples,,30.048033,31.370842
Al Mothalath - Ahmed Al Zomor,singers.ratio.pampered,,30.048288,31.37139
Al Mothalath - Marg,yourself.play.disprove,,30.212894,31.35778
Al Mounira Hospital,barbarian.herds.clock,,30.034452,31.23905
Al Mounira School - Downtown,witty.salads.lowest,,30.032558,31.234665
Al Na'am Square - Ain Shams,backtrack.funds.police,,30.12167,31.317968
Al Nada Hospital - Manial,coining.fault.impresses,,30.019455,31.225248
Al Nada Hospital - Manial,unheated.cries.shapeless,,30.019386,31.225323
Al Nadi Square - Maadi,racetrack.bond.messing,,29.963154,31.263737
Al Nady St - Al Khalifa Al Mamoun,elbowed.dribble.squeaking,,30.09081,31.312334
Al Nady St - Al Khalifa Al Mamoun,upon.votes.unpacked,,30.090565,31.312443
Al Nahda Square - Al Shorouq,dreamer.reflected.jetting,,30.161211,31.62349
Al Nahda Square - Al Shorouq,tadpoles.cubes.recent,,30.1618,31.624016
Al Nahyan Hospital - Sheikh Zayed,relatives.snaps.headline,El Sheikh Zayed Al Nahyan Hospital 'southbound',30.051401,31.288307
Al Nahyan Hospital - Sheikh Zayed,tall.willpower.continues,El Sheikh Zayed Al Nahyan Hospital 'northbound',30.051294,31.288368
Al Nakhl - Nile Courniche,couches.performed.tidying,,29.8887,31.289171
Al Nakhl - Nile Courniche,reseller.sporting.perfumed,,29.888704,31.28927
Al Nasr Hospital - Helwan,magnitude.skins.trackers,,29.83915,31.321693
Al Nasr Hospital - Helwan,sidelined.canine.prepped,,29.839218,31.321798
Al Nasr Hotel - Al Tayaran,fields.hunk.cherish,,30.07053,31.324482
Al Nasr Hotel - Al Tayaran,waged.views.evidently,,30.070591,31.324656
Al Nasr Restaurant - Basateen,wand.removable.frantic,,29.98616,31.271645
Al Nasr School - Waili,acrobats.craftsmen.screening,,30.0966,31.277388
Al Nasr School - Waili,revealing.talker.darting,,30.096582,31.277498
Al Noaman Palace - Orouba Rd,cork.deflate.guarding,,30.086145,31.325945
Al Noaman Palace - Orouba Rd,knowledge.shameless.cavalier,,30.08624,31.325869
Al Noqrashy School - Hadayek Al Qobba,circular.clarifies.cult,,30.091951,31.293217
Al Noqrashy School - Hadayek Al Qobba,stems.cleanser.kindness,,30.092031,31.29312
Al Nour Mosque - Abbasseya,over.narrow.thrashed,,30.074873,31.282331
Al Nour Mosque - Helwan Courniche,mash.sediment.toads,,29.813047,31.301075
Al Nour Mosque - Helwan Courniche,redeeming.dizzy.animator,,29.813057,31.301178
Al Nour Mosque - Nasr City,unwraps.send.hats,,30.04985,31.386005
Al Nozha Al Gadeeda,intruded.recorder.else,,30.129013,31.361492
Al Nozha Al Gadeeda,shepherds.innocence.snails,,30.12908,31.36174
Al Nozha Al Gadeeda Bus Station,eradicate.parts.critic,,30.12708,31.362328
Al Nozha Al Gadeeda Bus Station,graph.helping.powers,,30.127106,31.362663
Al Nozha Al Gadeeda Bus Station,pinks.acrobatic.hires,,30.1254,31.362925
Al Nozha Al Gadeeda Bus Station,yummy.capers.guideline,,30.12566,31.363197
Al Omraneyya,bared.bracelet.conspire,,29.995625,31.203712
Al Omraneyya,crash.studs.fuels,,29.994461,31.198175
Al Omraneyya Bridge - End,chatters.situation.resold,,29.998625,31.205225
Al Omraneyya Bridge - End,gather.writers.plod,,29.998503,31.20515
Al Omraneyya Bridge - Start - Giza,limiting.latitudes.overt,,30.002886,31.208817
Al Omraneyya Bridge - Start - Giza,pram.lawful.cadet,,30.002901,31.208694
Al Omraneyya Bus Station,observers.soda.vital,,29.993057,31.191826
Al Omraneyya Steps - Ring Road,absent.channel.tweeted,,29.985207,31.206505
Al Omraneyya Steps - Ring Road,weary.walkway.flamed,,29.985334,31.206339
Al Orouba Rd - Al Thawra St,dispenser.cheetahs.dining,,30.089043,31.330631
Al Orouba Rd - Al Thawra St,parties.reissued.bumps,,30.088385,31.330063
Al Orouba Tunnel,dashes.dweller.romantics,,30.085737,31.3229
Al Orouba Tunnel,funnels.caressing.shape,El Orouba Tunnel 'Northbound',30.085855,31.323011
Al Othman Motors - Ring Road,frown.sampled.internal,,30.165676,31.358969
Al Qalag - Marg,clays.pony.muscular,,30.17714,31.34849
Al Qawmeya Al Arabeya Street,loses.petrified.sing,,30.09339,31.208502
Al Qawmeya Cement Club,dizziness.elders.flaking,,29.82343,31.30004
Al Qawmeya Cement Club,tonsils.removers.delusions,,29.823423,31.299915
Al Qobba Al Fidaweyya Mosque - Abaseyya,forensic.actors.tentacles,,30.069128,31.280527
Al Qobba Al Fidaweyya Mosque - Abaseyya,signature.walking.twins,,30.069046,31.280552
Al Qudsi Mosque - Ain Shams St,outsmart.prefix.trees,,30.137266,31.325613
Al Qudsi Mosque - Ain Shams St,ringside.tiny.rugs,,30.137278,31.32554
Al Rahma Mosque - Airport Road,grounded.index.syndicate,New Nozha 'Westbound',30.121313,31.372154
Al Rahma Mosque - Airport Road,toddler.postings.scorecard,New Nozha 'Eastbound',30.121025,31.372356
Al Rahman Mosque - Al Salam,asterisk.touched.spaceship,,30.170624,31.422419
Al Rashaah - Kerdasa,claw.bumps.bulky,,30.023123,31.106602
Al Rashaah - Kerdasa,national.golf.soonest,,30.023104,31.106535
Al Rashaah Steps - Ring Road,busy.shortens.dubbing,,30.163366,31.323687
Al Rashaah Steps - Ring Road,imperious.audit.screaming,,30.163202,31.323433
Al Rawda Square - Al Manial,conspired.overruns.distracts,,30.016167,31.2247
Al Rayan Hospital - Maadi,looms.sprouted.exacted,,29.968021,31.264923
Al Rayan Hospital - Maadi,partly.numeral.bronzed,,29.967318,31.265654
Al Remaya Square,earplugs.plug.sooner,,29.988522,31.129456
Al Remaya Square,gasping.rags.march,,29.988533,31.127594
Al Remaya Square,spent.hillside.outs,,29.989767,31.127693
Al Remaya Square 28,daisy.commands.lifeboats,,29.99098,31.1314
Al Remaya Square 28,nerd.directs.vowing,,29.990381,31.133532
Al Saaa Square,prickly.dressings.picnic,,30.07014,31.338427
Al Saaa Square,whoever.polar.pads,,30.070107,31.338701
Al Sabteyya School - Sabteyya,plank.ghosts.finger,,30.06549,31.23596
Al Safa School - Wadi Hof,bookshelf.national.strongly,,29.886381,31.303558
Al Safa Wal Marwa Mosque Steps - Ring Road,caressing.insiders.clings,El Safa W El Marwa Mosque steps 'Eastbound',29.99251,31.24058
Al Saff Bus Station,cleanser.luring.fresh,,29.863565,31.323288
Al Saff Bus Station,riverbed.narrating.switch,,29.863678,31.323399
Al Safwa Hospital - Shubra,adopters.eaten.reinvest,,30.093693,31.2454
Al Safwa Hospital - Shubra,behalf.impaled.fortress,,30.093695,31.24531
Al Sahel Fire Department,answers.distracts.stiletto,,30.08545,31.245441
Al Sahel Fire Department,nodded.utter.coil,,30.085474,31.24531
Al Sahel Police Department,broker.seeing.lifted,,30.083984,31.245268
Al Sahel Police Department,districts.tidal.switch,,30.084158,31.245382
Al Sahel Youth Center,downs.sobbed.obviously,,30.097712,31.253296
Al Sahel Youth Center,mulls.series.pressing,,30.097641,31.253029
Al Salam,confident.slamming.fuel,,30.155006,31.408901
Al Salam,wording.pelt.serve,,30.15528,31.40884
Al Salam Awwal Police Station,deflection.love.ordeals,,30.159403,31.413313
Al Salam Awwal Police Station,vines.towel.dent,,30.159355,31.41338
Al Salam Center - Maadi,dynamic.rattler.succumbs,,29.977562,31.275085
Al Salam Center - Maadi,lookout.comically.skews,,29.977638,31.275238
Al Salam Exit - Ring Road,estimate.tomato.deck,,30.16464,31.389093
Al Salam Hospital - Al Salam,scorecard.repeating.whirlpool,,30.164219,31.419817
Al Salam International Hospital,doses.replayed.waged,,29.98506,31.229553
Al Salam International Hospital,handlebar.yacht.crush,,29.985056,31.22967
Al Salam Mosque - Haram Street,chambers.slyly.throw,,30.00362,31.1863
Al Salam Mosque - Haram Street,forensic.quits.jams,,30.003792,31.186283
Al Salam Mosque - Nasr City,dazzling.peach.valley,,30.04646,31.356201
Al Salam Mosque - Nasr City,hoping.excusing.translate,,30.046728,31.35661
Al Salam Tunnel Ring Road - End,eats.asked.glades,,30.14842,31.42572
Al Salam Tunnel Ring Road - Start,harmless.jolt.slam,,30.148613,31.425762
Al Saraya Elementary School - Abaseyya,slimmer.frames.sensibly,,30.06762,31.28349
Al Saraya Mall - 5th Settlement,crossings.admire.pram,,29.996315,31.430637
Al Sawah Square,piled.pretty.telephone,,30.107841,31.282597
Al Sawah Square,prawn.conjured.test,,30.108393,31.28317
Al Sawalha Complex - Al Sekka Al Hadeed St,latter.series.prettiest,,30.128977,31.27041
Al Sawaris Square - Maadi,tutored.encodes.hazelnuts,,29.963215,31.260717
Al Sawy Culture Wheel,dumpy.haggling.tidal,,30.062286,31.217205
Al Sawy Culture Wheel,fictional.numeral.lodge,,30.062117,31.217148
Al Sayeda Aisha,convinced.avoid.unzipped,,30.024378,31.257473
Al Sayeda Aisha,dentures.summit.deed,,30.026161,31.257233
Al Sayeda Aisha,dignify.alarming.heats,,30.0245,31.257284
Al Sayeda Aisha,fidgeting.groom.cure,,30.02461,31.257383
Al Sayeda Aisha,innovator.trimmer.tenders,,30.028326,31.257912
Al Sayeda Aisha,tests.sour.unicorns,,30.024458,31.257383
Al Sayeda Aisha Bus Station,dude.webcams.circling,,30.026709,31.25608
Al Sayeda Khadija Mosque - Al Hegaz Street,scrolled.firming.difficult,,30.117786,31.355661
Al Sayeda Khadija Mosque - Al Hegaz Street,sweep.shun.watched,,30.118055,31.355474
Al Sayeda Nafeesa Bus Station,deals.glare.presented,,30.020191,31.25143
Al Sayeda Nafeesa Bus Station,weaned.invent.sparkles,,30.019945,31.251179
Al Sayeda Safeya Mosque - Salah Salem,chum.composers.digitally,,30.08379,31.321436
Al Sayeda Safeya Mosque - Salah Salem,testers.bill.nametag,,30.083628,31.321547
Al Sayeda Zeinab,inhales.claims.demotion,,30.033152,31.241777
Al Sayeda Zeinab,waving.shrug.bulk,,30.032047,31.243006
Al Sayeda Zeinab District Presidency,tablets.quite.latitudes,,30.030712,31.247993
Al Sekka - Ring Road,iterative.sleeps.divorcing,,30.07944,31.183414
Al Sekka - Ring Road,pacifist.harp.stiletto,,30.07923,31.183447
Al Sekka Al Hadid Sporting Club - Nasr City,issued.amps.hungry,,30.058617,31.303406
Al Sekka Al Hadid Sporting Club - Nasr City,pounces.blotting.implanted,,30.058971,31.302876
Al Sekka Al Hadid Sporting Club - Nasr City,throat.manages.binder,,30.058533,31.302467
Al Serag Mall,calendars.weaned.objective,,30.051353,31.346632
Al Shaarawy Street - Shubra Al Kheima,marine.bride.wagers,,30.133667,31.277643
Al Shabab - Al Tagneed,bunk.loser.loaning,,29.984213,31.111347
Al Shabab - Al Tagneed,shrugging.nervy.inflation,,29.984228,31.111443
Al Shabab Entrance - 1st Settlement,elbowing.roof.establish,,30.052444,31.452364
Al Shaboory Canal Station,replied.easygoing.snail,,30.132582,31.281689
Al Shaboory Canal Station,tastier.clinking.chilling,,30.132423,31.281706
Al Shabrawy - Al Mansoreya Road,equal.paradise.freezers,,29.989964,31.134977
Al Shaheed Axis,incurring.expecting.wacky,,30.02398,31.343203
Al Shaheed Axis,moon.chickens.thousands,,30.0231,31.3442
Al Shaheed Axis Pedestrian Bridge,roofed.snowy.implore,,30.031593,31.335361
Al Shaheed Mosque - Marg,boil.neatly.plenty,,30.153336,31.330456
Al Shaheed Square - Obour,custard.zaps.kitten,,30.258307,31.469707
Al Shaheed Square - Obour,reflector.gourmet.tarred,,30.258167,31.469997
Al Shaq steps - Autostrad,circus.seriously.credited,,29.953848,31.287386
Al Shaq steps - Autostrad,redeeming.archives.genetics,,29.953852,31.28719
Al Sharabeya Bus Station,farmland.slime.scariest,,30.079042,31.261091
Al Shari' Al Gadeed Station - Bahteem,pipeline.necklaces.trickle,,30.135145,31.270947
Al Shari' Al Gadeed Station - Bahteem,steep.obtain.pipeline,,30.135593,31.270979
Al Sheikh Agamy - Marg,champions.stages.award,,30.195812,31.35285
Al Sheikh Mansour,arise.chatting.crouches,,30.145397,31.331627
Al Sheikh Mansour,microchip.pictures.grad,,30.151405,31.335312
Al Sheikh Parking - Ahmed Helmy St,harnessed.radically.lows,,30.094118,31.255999
Al Sheikh Parking - Ahmed Helmy St,nightfall.facing.tailors,,30.094103,31.256134
Al Sherif Mosque - Al Manial,cracker.cookbooks.colder,,30.016163,31.224783
Al Shimy Car Center - Hadayeq Al Qobba,straddled.access.prevents,,30.093586,31.288649
Al Shimy Car Center - Hadayeq Al Qobba,works.majors.engine,,30.09364,31.288507
Al Shorouq Academy Entrance,kebab.landmark.pacifist,,30.108433,31.611786
Al Shorouq Academy Entrance,venue.tilts.ignore,,30.108303,31.612448
Al Shorouq City Authority Steps,gems.roaming.cubs,,30.158062,31.607248
Al Shorouq City Authority Steps,grudging.burden.sprint,,30.157965,31.607307
Al Shorouq Club - Nile Courniche,hesitate.looks.obtain,,29.945848,31.269627
Al Shorouq Club - Nile Courniche,strictest.fussed.gates,,29.945614,31.269749
Al Shorouq Entrance 3,lifestyle.betraying.guards,,30.110067,31.670498
Al Shorouq Entrance 3,soils.unfocused.buzzing,,30.109783,31.671469
Al Shorouq Hospital - 15th of May St,megawatt.drip.elect,,30.11874,31.266876
Al Shorouq Hospital - 15th of May St,premiums.juicy.downturn,,30.118591,31.26701
Al Shorouq Housing Complex Entrance,craftsman.shin.wells,,30.067125,31.360275
Al Shorouq Housing Complex Entrance,inspects.shin.inclined,,30.06711,31.360397
Al Shorouq School,detect.wounds.bookings,,30.166433,31.651596
Al Shorouq School,nerd.emperor.picnic,,30.166296,31.651455
Al Shorouq Water Station,acre.vaccines.generally,,30.161472,31.621674
Al Shorouq Water Station,retiring.hulk.euphoric,,30.161575,31.621534
Al Soltan Hassan Mosque,political.harsh.offstage,,30.031046,31.257513
Al Soltan Hassan Mosque,slings.merge.plant,,30.031393,31.256714
Al Souq Bus Station - Moqattam,flickers.supreme.crystals,,30.011332,31.331722
Al Souq Bus Station - Moqattam,perkily.fortress.proves,,30.011248,31.332712
Al Sudan Steps - 26th of July Mehwar,liability.wording.beauty,,30.059341,31.18976
Al Taawon - Haram St,obtain.blatantly.icicles,,29.995722,31.164904
Al Taawon - Haram St,worm.directly.novels,,29.99567,31.165176
Al Taawon Gas Station - Al Shabab Street - Obour,clattered.young.super,,30.247614,31.45895
Al Tabba - 6th of October,exhaling.stapled.enormous,Al Tabba 'Northbound',29.991407,30.95497
Al Tabba - Nasr City,singers.thrashing.menswear,,30.058405,31.379938
Al Tabba - Nasr City,unite.cookers.king,,30.05832,31.380188
Al Tadreeb Gate - Teraet Al Ismaili St,melons.composts.begins,,30.11002,31.269814
Al Tadreeb Gate - Teraet Al Ismaili St,stud.awaited.bonfires,,30.10991,31.26968
Al Tagneed Terminal,bulletins.armful.saturate,,29.980846,31.112457
Al Talateeny - Al Lebeny St,operating.specifies.dishing,,29.982605,31.153406
Al Talateeny - Al Lebeny St,slim.jogged.woodstove,,29.982693,31.153534
Al Talbeya Steps - Ring Road,scars.suddenly.fruitcake,,29.986698,31.188534
Al Talbeya Steps - Ring Road,starter.smug.reseller,,29.986858,31.188484
Al Tarfaya - Dahshour,emulated.equipping.pine,,29.830564,31.274782
Al Tawba Mosque - Abu Al Nomros,bracelet.bead.arise,,29.929398,31.259315
Al Tawba Mosque - Abu Al Nomros,estimated.swanky.wheat,,29.929361,31.259226
Al Tawheed Mosque - 1st Settlement,dabbling.melons.simulations,,30.061687,31.461777
Al Tawheed Mosque - Al Zaytoun,durations.dormant.afford,El Tawheed Mosque - Az Zaytoun 'Northbound',30.100172,31.290648
Al Tawheed Wal Nour - Abbas Al Akkad,imperious.warnings.hurtles,,30.056213,31.338306
Al Tawheed Wal Nour - Abbas Al Akkad,squeezed.songbird.elbow,,30.056187,31.338074
Al Tawheed Wal Nour - Al Geish Street,loosens.improving.trappings,,30.060593,31.264593
Al Tawheed Wal Nour - Al Geish Street,riverside.space.dogs,,30.060656,31.264553
Al Tawheed Wal Nour - Al Nozha Street - Heliopolis,ages.reclining.sprain,El Tawheed w El Noor - Nasr City 'Southbound',30.090267,31.341406
Al Tawheed Wal Nour - Al Nozha Street - Heliopolis,perplexed.chainsaw.oppose,,30.090591,31.34103
Al Tawheed Wal Nour - Al Sayeda Zeinab,piano.threading.limp,El Tawheed w El noor - AL Sayedah Zeinab 'Southbound',30.035936,31.247921
Al Tawheed Wal Nour - Al Sayeda Zeinab,ratty.spin.handbook,El Tawheed w El noor - AL Sayedah Zeinab 'northbound',30.03587,31.247982
Al Tawheed Wal Nour - Al Waili,uppermost.knots.likes,El Tawheed W El Nour - Al Waili 'Northbound',30.094498,31.288975
Al Tawheed Wal Nour - Autostrad Maadi,coins.sparrows.profiled,,29.961706,31.287447
Al Tawheed Wal Nour - Autostrad Maadi,task.exploring.mainframe,,29.961756,31.287579
Al Tawheed Wal Nour - Faisal St,blaring.helpless.compress,,29.992489,31.143232
Al Tawheed Wal Nour - Faisal St,suitably.scarred.canines,,29.992393,31.143328
Al Tawheed Wal Nour - Gamal Abd El Nasser St - Warraq,mainland.beside.producers,,30.09628,31.223362
Al Tawheed Wal Nour - Gamal Abd El Nasser St - Warraq,moved.formless.policy,,30.096283,31.22344
Al Tawheed Wal Nour - Merryland,hope.stockpile.safety,,30.100769,31.324593
Al Tawheed Wal Nour - Merryland,warns.verge.loafing,,30.100578,31.324722
Al Tawheed Wal Nour - Mostafa Al Nahas,marine.beam.lifeguard,,30.054716,31.346083
Al Tawheed Wal Nour - Mostafa Al Nahas,parading.frost.melons,,30.054607,31.346369
Al Tawheed Wal Nour - Obour,romance.screeches.stores,,30.19898,31.457628
Al Tawheed Wal Nour - Obour,unfocused.peanut.overcomes,,30.199045,31.457785
Al Tayaran - Mostafa Al Nahas,nails.buyers.mend,,30.052677,31.327213
Al Tayaran - Mostafa Al Nahas,wrong.refuse.indulgent,,30.052464,31.32708
Al Thawra Hospital,convey.become.retrain,,30.090816,31.325806
Al Thawra Hospital,inefficient.smarting.ages,,30.090714,31.325777
Al Tibeen,boarding.soonest.graced,,29.789633,31.296234
Al Tibeen,deranged.giants.graver,,29.790243,31.29775
Al Tibeen,perkily.hurray.comforted,,29.788101,31.295866
Al Tibeen (Madinat Al Solb),manuals.juggles.bibs,,29.781528,31.309252
Al Toob Al Ramly,elastic.glow.ruling,,30.038887,31.359394
Al Toob Al Ramly,overdone.alternate.town,,30.038994,31.359512
Al Torgoman,fetch.rollers.liquid,,30.060595,31.23757
Al Torgoman,mixer.aimlessly.camp,,30.060507,31.23749
Al Wafaa Wal Amal City,jelly.amps.elbowing,Al Wafaa Wal Amal City 'Southbound',30.038244,31.355278
Al Waha Compound - Al Shorouq,leans.dabbling.rocked,,30.143555,31.661762
Al Waha Compound - Al Shorouq,lung.counters.whiplash,,30.14357,31.661917
Al Ward St - Mansoureyya Rd,ripples.bandaged.awoke,,29.967728,31.146627
Al Ward St - Mansoureyya Rd,taxed.spades.funds,,29.967644,31.146423
Al Warraq,dwell.tanks.searching,,30.121422,31.20168
Al Warraq,thickens.grace.solo,,30.121399,31.20147
Al Warraq Bus Station,inched.facelift.bars,,30.107075,31.213226
Al Warraq Bus Station,waltzed.splints.grudges,,30.107082,31.213411
Al Warraq Central Hospial,debut.hunter.bashful,,30.093447,31.214027
Al Warraq Central Hospial,radiates.bouncing.goat,,30.09315,31.213753
Al Warraq Exit - Ring Road,inversion.occurs.traffic,,30.125515,31.20174
Al Warraq Exit - Ring Road,smiling.innocence.ordering,,30.12554,31.20152
